Unnamed: 0,cover_id,title,author,year,genre,genre_alts,pixel_count,mean_brightness,mean_hue,mean_saturation,entropy,Best Match
491,691293,The presence of the past,Rupert Sheldrake,,Science,"['Origin', 'Life', 'Morphogenese', 'Science', 'Morfogenezis', 'Philosophy', 'Morphogenesis', 'Sciences', 'Accessible book', 'Tudomanyfilozofia', 'Protected DAISY', 'Philosophie']",148200,0.4915263422508005,0.637079122811625,0.15399273116523246,5.895872601968195,21344
2,5788251,Moralia,Plutarch,,Science,"['Philosophy, ancient', 'Translations into Italian', 'Accessible book', 'Indexes', 'Translations into French', 'Ancient Ethics', 'Greek Oracles', 'Philosophy', 'Medieval and modern Latin literature', 'Political science', 'Vegetarianism', 'Ethics', 'Ancient Philosophy', 'Latin American literature', 'Science', 'Texts and translations', 'Greek literature', 'Greek language materials', 'Animals (Philosophy)', 'Greek prose literature', 'Views on political science', 'Stoics', 'Intellectual life', 'Translations into English', 'Greek essays', 'Oracles', 'Translations into Hebrew', 'Early works to 1800', 'Syriac language', 'Morale ancienne', 'Moralia (Plutarch)', 'Biography']",153500,0.6418453854505972,0.16015436362808208,0.23372028811987675,6.435975724349508,5820739
58,5762167,Natural philosophy,John Herbert Sangster,,Science,"['Lumière', 'Textbooks', 'Light', 'Accessible book', 'Physique', 'Heat', 'Science', 'Chaleur', 'Physics']",137500,0.6939078217468806,0.08748441733277948,0.16728176624499486,4.541472320565732,5735894
276,5113514,The world of the cell,Wayne M. Becker,,Science,"['Cytology', 'Science / Molecular Biology', 'Molecular biology', 'Science', 'Life Sciences - Cytology', 'Life Sciences - Biology - Molecular Biology', 'Cellular biology', 'Protected DAISY', 'Cytologie', 'Science/Mathematics', 'Biologie moléculaire', 'Accessible book']",21248,0.7924230008268368,0.21249822969520865,0.3191995186250677,4.025658291556165,6346265
399,1290585,Psychic animals,Dennis Bardens,,Science,"['Animal intelligence', 'Body, Mind & Spirit', 'Parapsychology and animals', 'Science', 'Extrasensory perception in animals', 'Protected DAISY', 'Domestic animals & pets', 'General', 'New Age', 'Life Sciences - Zoology - General', 'Accessible book', 'Parapsychology, psychic powers, ESP']",147250,0.1257439462032691,0.5237383086895915,0.4031585099974005,3.1867317225648994,7259739
104,4753170,Falling in love,Grant Allen,,Science,"['Science', 'Accessible book', 'Addresses, essays, lectures', 'Discours, essais, conGferences']",26496,0.9997699985791421,0.0,0.0,0.14567133819601816,
117,594733,Experiments with alternate currents of high potential and high frequency,Nikola Tesla,,Science,"['Wireless Telegraph', 'Incandescent lamps', 'Electricity', 'Science', 'Accessible book', 'Alternating Electric currents', 'Nonfiction', 'Electric discharges', 'Electric currents']",166500,0.4358419125007361,0.19863743663090133,0.1510930632081306,5.041391016975234,479073
60,3967217,Fundamentals of engineering thermodynamics,Michael J. Moran,,Science,"['Thermodynamics', 'Accessible book', 'Protected DAISY', 'Nonfiction', 'Science']",21760,0.4151394896193772,0.5590246661313478,0.3086186374235671,5.467279066723073,8494916
96,310408,"One, two, three ... infinity",George Gamow,,Science,"['Science', 'Accessible book', 'physics', 'Protected DAISY', 'mathematics', 'Popular works']",141550,0.4681313746268553,0.5030235845140268,0.7350623069528553,3.6339451309400563,6147576
82,4636612,Science and Human Values,Jacob Bronowski,,Science,"['Science', 'Accessible book', 'Addresses, essays, lectures', 'Protected DAISY', 'Social Values', 'Popular works']",24448,0.36761834642233865,0.521768547339345,0.19402993168191646,5.334706681315906,6556721
496,4774713,Ainsworth & Bisby's dictionary of the fungi,G. C. Ainsworth,,Science,"['Endocrinology & Metabolism', 'Reference', 'Science', 'Medical', 'Protected DAISY', 'Dictionaries', 'Reference works', 'Mycology', 'Mycology, fungi (non-medical)', 'Fungi', 'Life Sciences - Botany', 'Accessible book', 'Life Sciences - Biology - Microbiology']",23168,0.4609669523886902,0.7385970111759209,0.610456016552531,5.0642547524016095,506442
202,3701792,What is this thing called science?,A. F. Chalmers,,Science,"['Wissenschaftstheorie', 'Science', 'Accessible book', 'Philosophy', 'Sciences', 'open_syllabus_project', 'Protected DAISY', 'Philosophie']",22784,0.5642322097378276,0.9207080081183292,0.4080010203643951,2.818825984007678,
322,158125,A Devil's Chaplain,Richard Dawkins,,Science,"['Religion and science', 'Science', 'Evolution (Biology)', 'Philosophy', 'Natural selection', 'Protected DAISY', 'Accessible book', 'History']",168000,0.7666293650793651,0.3120868767652211,0.06849534527499057,4.683121262408814,585845
347,2771544,Activities for the Differentiated Classroom,Gayle H. Gregory,,Science,"['Science', 'Activity programs', 'English language', 'Study and teaching (Early childhood)', 'Kindergarten', 'Mathematics', 'Individualized education programs']",193500,0.8031171099964535,0.3510486302351917,0.4336802556801053,5.2402210621994625,5735894
326,4261781,Hole's human anatomy & physiology,David Shier,,Science,"['Science', 'Accessible book', 'Physiology', 'Anatomy', 'Life Sciences - Human Anatomy & Physiology', 'Protected DAISY', 'Science/Mathematics', 'Human anatomy', 'Human physiology']",19968,0.9703555099924586,0.0,0.0,1.6477977778008206,6055042
5,6976035,Le tour du monde en quatre-vingts jours,Jules Verne,,Science,"['Viajes alrededor del mundo', 'Translations into Gujarati', 'Accessible book', 'Fiction in English', 'Fiction', 'Adventure fiction', 'Translations from French', ""Children's stories, French"", 'Sea stories', 'Historical fiction', 'Science', 'Korean language materials', 'Adventure and adventurers', 'Open Library Staff Picks', ""Children's stories, English"", 'French Science fiction', 'Submarines (Ships)', 'Adventure stories', 'Wagers', 'French fiction', 'Juvenile fiction', 'Translations into English', 'Voyages around the world', 'Ficción']",171500,0.29962309495226663,0.28980337871000744,0.5313135301594238,5.450294457686031,8606816
291,4948730,Chemistry,McGraw-Hill,,Science,"['Study and teaching (Secondary)', 'Science', 'Accessible book', 'Chemistry', 'Protected DAISY']",20608,0.5112269364267447,0.5910874967256688,0.3303899483546985,5.619092367151848,75422
393,5032108,International Review of Cytology,George Bourne,,Science,"['Life Sciences', 'Cytology', 'Cell Biology', 'SCIENCE', 'Cells', 'Accessible book']",24576,0.7763497944750819,0.08303967385384997,0.36176929328797663,1.317644653464754,5581111
16,5584499,Novum organum,Francis Bacon,,Science,"['Philosophy', 'Heat', 'Science', 'Accessible book', 'Induction (Logic)', 'Early works to 1800', 'Motion', 'Methodology', 'English Philosophy', 'Logic', 'Winds', 'Physics', 'Social sciences', 'Methology']",174500,0.9643909882577674,0.15470183196526638,0.18855192281717947,1.6364753740674107,6022430
222,2239656,Metaphysische Anfangsgründe der Naturwissenschaft,Immanuel Kant,,Science,"['Metaphysics & ontology', 'Science', 'Philosophy', 'Philosophy / General', 'General', 'Early works to 1800', 'Physical sciences', 'Metaphysics', 'Philosophy of science']",160500,0.648065970313359,0.40136667212942206,0.4159229883530253,1.3116776176384195,2512869
332,6018580,Memorie della Reale Accademia delle scienze di Torino,Reale Accademia delle scienze di Torino,,Science,"['Science', 'Accessible book', 'Periodicals', 'Humanities']",191500,0.9813888905954026,0.0,0.0,0.557415357200121,758814
467,368368,A Brief History of Time,Stephen W. Hawking,,Science,"['science', 'Big Bang', 'astrophysics', 'Black holes', 'popular science', 'Internet Archive Wishlist']",144875,0.5030568745876262,0.359467344820757,0.17734652462087766,5.442844729345543,2468290
40,6567508,Sylva sylvarum,Sir Francis Bacon,,Science,"['Utopias', 'Science', 'Accessible book', 'Metals', 'Longevity', 'Pre-Linnean works', 'Early works to 1800', 'Experiments', 'Natural history']",136000,0.7440302768166093,0.1217241957747396,0.2620081385401611,4.723030376442546,5624011
177,6022430,Proceedings of the California Academy of Sciences,California Academy of Sciences.,,Science,"['Science', 'Accessible book', 'Periodicals', 'Sciences', 'Collections', 'Natural history', 'Exacte wetenschappen', 'Societies']",178500,0.9846616356346459,0.0,0.0,0.4897384414784111,758814
260,4261271,Marine biology,Peter Castro,,Science,"['Marine biology', 'Marine Biology', 'Science', 'Accessible book', 'Protected DAISY', 'Science/Mathematics', 'Life Sciences - Biology - Marine Biology']",19712,0.5086261777438248,0.594272927896663,0.6839740604817395,5.534962826908684,8260003
32,262763,Logik der Forschung,Karl Raimund Popper,,Science,"['Research Design', 'English literature', 'Protected DAISY', 'Accessible book', 'Logica', 'Science', 'SCIENCE', 'Philosophy', 'Metodologia Cientifica', 'METHODOLOGY', 'Sciences', 'Methodology', 'Study and teaching', 'Méthodologie', 'Logic', 'Curricula', 'Logique', 'University of Cambridge']",167000,0.4690420570623458,0.6503546920633143,0.5060531798179716,4.5821614413586484,2405465
64,570731,Longitude,Dava Sobel,,Science,"['Protected DAISY', 'Horology', 'Science', 'Accessible book', 'Measurement', 'Longitude', 'Research', 'Astronomical clocks', 'Nonfiction', 'Chronometers', 'Long Now Manual for Civilization', 'Clock and watch makers', 'Biography', 'History']",137275,0.7909636946018619,0.15230663033532518,0.2815275046494066,4.912850939953969,479073
154,5973526,Traité de physique,Jacques Rohault,,Science,"['Science', 'Accessible book', 'Philosophy', 'Early works to 1800', 'Mathematics', 'Physics']",154000,0.8739126050420167,0.0,0.0,3.0025039645764102,2512869
463,8454021,Patterns of discovery,Norwood Russell Hanson,,Science,"['Science', 'Accessible book', 'Philosophy', 'Protected DAISY']",165000,0.681675175282234,0.19282736364541087,0.20090364345114686,4.144958620779242,2504921
497,6511639,Helping your child learn science,Nancy Paulu,,Science,"['Participation des parents', 'Étude et enseignement', 'Protected DAISY', 'Natuurwetenschappen', 'Enseignement primaire', 'Parent participation', 'Science', 'Accessible book', 'Didactische werkvormen', 'Ciencias (estudo e ensino)', 'Study and teaching (Elementary)', 'Child development', 'Sciences', 'Study and teaching', 'Ouderparticipatie', 'Study and teaching (Preschool)', 'Study and teaching (Elemetary)', 'Elementary Education']",187500,0.7698791111111113,0.4299565963430599,0.2730665426105569,4.26850700203255,8312085
103,6081440,Proceedings of the Royal Irish Academy,Royal Irish Academy,,Science,"['Science', 'Accessible book', 'Literature', 'Periodicals', 'Antiquities']",148000,0.9248443561208268,0.0,0.0,2.053130854083446,6022430
26,8245283,Prose,Johann Wolfgang von Goethe,,Science,"['History and criticism', 'Collected works', 'Science', 'Accessible book', 'Translations into English', 'Maxims', 'Literature']",175000,0.23076484033613445,0.084944801096971,0.5732562543385399,3.8162188485249433,6346265
35,9273504,"Worst Journey in the World, Antarctic 1910-1913",Apsley Cherry-Garrard,,Science,"['Manchurian ponies', 'Ptomaine poisoning', 'Temperature', 'mirages', 'Hyperoodon rostrata', 'Travel', 'waves', 'Challenger Expedition', 'Œstrelata trinitatis', 'icebergs', 'Œstrelata arminjoniana', 'sledge runners', 'Helminthology', 'Tremasome', 'sea-cucumber', 'crusts', 'sledges', 'Blue Whale', 'brash', 'frost smoke', 'seals', 'Orca gladiator', 'piedmont', 'land crabs', 'sledge meters', 'Accessible book', 'British Antarctic  Expedition (1910-1913)', 'ice', 'snow-blindness', 'ice-foot', 'penguins', 'sea leopard', 'Open Library Staff Picks', 'killer whales', 'blubber', 'History', 'white-breasted petrel', 'dogs', 'snowy petrel', 'piked whale', 'Bottle-nosed Whale', 'oil', 'bilizzards', 'British', 'Polychaete worms', 'Science', 'Aurora borealis', 'tide crack', 'sastrugi', 'killer whale', 'symptoms of scurvy', 'South Polar Times', 'Adélie penguins', 'nunatak', 'Jackson-Harmsworth Expedition', 'Discovery and exploration', 'mules', 'Skua gulls', 'Nature', 'Portuguese man-of-war', 'sea-urchins', 'dolphins', 'marine biology', 'British discovery and exploration', 'finneksko', 'Emperor Penguins', 'Equator', 'Weddell Seal', 'Kayaks', 'black-breasted petrel', 'British Antarctic (Terra Nova) Expedition (1910-1913)', 'Antarctic Petrel', 'Ross seal', 'crab-eating seal', 'whales', 'Discovery Expedition', 'giant petrel', 'plankton', 'saennegrass', ""Scott's Last Expedition"", 'Nonfiction', 'wind']",60000,0.8227918300653596,0.4797048233482994,0.6548005302481174,2.682249863337875,5863619
251,2215003,Biopolymers,T. Koyama,,Science,"['Science / Biotechnology', 'Polymer chemistry', 'Biochemistry', 'Science', 'Reference works', 'Life Sciences - Biochemistry', 'Chemistry - General', 'Biotechnology', 'Science/Mathematics', 'Biopolymers']",160075,0.7678929668384613,0.4353037755741295,0.1696157886543666,3.504844129719212,765814
142,5031381,Progress in Nucleic Acid Research and Molecular Biology,Waldo E. Cohn,,Science,"['Life Sciences', 'Molecular biology', 'Molecular Biology', 'Nucleic acids', 'SCIENCE', 'Accessible book', 'Protected DAISY']",24576,0.546133323120915,0.8484037199838771,0.08423564622385482,2.625210994197501,6443370
485,19690,Principles of modern chemistry,David W. Oxtoby,,Science,"['Protected DAISY', 'Textbooks', 'Chemistry textbooks', 'Accessible book', 'Science / Chemistry / General', 'Science textbooks', 'Science', 'Chemistry - General', 'Science/Mathematics', 'Chemistry', 'Chemistry (General)', 'Chemie']",184500,0.7881384345608163,0.19339433759072688,0.4624158748548631,5.264729277831031,433265
133,94249,Chaos,James Gleick,,Science,"['Protected DAISY', 'Systeemtheorie', 'Social aspects', 'Science', 'Accessible book', 'Muziek', 'Aspect social', 'Chaos', 'Sound recording industry', 'Sociale aspecten', 'Chaotisches System', 'Music', 'Fisica Geral', 'Musique', 'Sound recordings', 'Chaotic behavior in systems', 'Industrie', 'Sistemas Dinamicos', 'Grammofoonplaten', 'Enregistrements sonores']",149150,0.4976490307822759,0.2701666994863153,0.33849546072948683,5.207120907965969,8413143
408,188170,The day the universe changed,James Burke,,Science,"['Science', 'Accessible book', 'Protected DAISY', 'Technology', 'History']",178500,0.3339484813533257,0.5164178325213519,0.2987292218381671,5.265291018559466,2414744
66,5031852,Methods in Cell Biology,David M. Prescott,,Science,"['Accessible book', 'Chromosomal Proteins, Non-Histone', 'Chromosomal proteins', 'Cytological techniques', 'Histones', 'Isolation & purification', 'Biology', 'Méthodes', 'Yeast', 'Cellules', 'Membrana (Citologia)', 'Technique', 'Cytology', 'SCIENCE', 'Chromatin', 'Biologia celular', 'Physiologie', 'Life Sciences', 'Cell Biology', 'Cell physiology', 'Nucleoproteins', 'Techniques cytologiques', 'Protected DAISY', 'Cytologie']",24576,0.96973916845384,0.09200750757323413,0.21377797080870695,3.2994927663947498,2468290
102,6927880,The Human Brain,Isaac Asimov,,Science,"['Biology', 'Science', 'Accessible book', 'Protected DAISY', 'Brain', 'Endocrinology', 'Nervous system', 'Popular Works']",145000,0.24012335361730905,0.16415748442716666,0.4089635510173348,4.485710805431452,8368755
23,6591704,Independent Learning Project for Advanced Chemistry,ILEA Chemistry Project Team,,Science,"['Organic Chemistry', 'Hydrocarbons', 'Chemical equilibrium', 'Science', 'Gases', 'Periodic law', 'Intermolecular forces', 'Transition metals', 'Chemistry', 'Conditions and laws of Chemical reaction']",26000,0.6371962292609351,0.3372880502764403,0.14006483092389999,5.286512625954791,2752324
379,2640570,Conceptual Chemistry,John Suchocki,,Science,"['Organic chemistry', 'Science / Chemistry / Organic', 'Textbooks', 'Science', 'Chemistry - General', 'Science/Mathematics', 'Chemistry', 'Chemistry (General)']",195500,0.492041542550524,0.4699215659831275,0.3878740758461085,4.431724859110274,2414744
20,5437853,Fundamentals Of Electricity And Magnetism,McGraw-Hill,,Science,"['Study and teaching (Secondary)', 'Life sciences', 'Science', 'Accessible book', 'Earth sciences', 'Study and teaching (Middle school)', 'Protected DAISY', 'Physical sciences', 'Chemistry']",20992,0.5216717479674796,0.5431068998866531,0.36458864996427176,5.62195235983274,854462
277,6901081,The ascent of man,Jacob Bronowski,,Science,"['Histoire', 'Protected DAISY', 'Natuurwetenschappen', 'Science and civilization', 'Science', 'Accessible book', 'Philosophy', 'Sciences', 'Civilization', 'SCIENCE', 'PHILOSOPHY', 'Human beings', 'Homme', 'Philosophie', 'History']",177000,0.80540008862302,0.06374552442200307,0.8761447936610552,4.6903814374128565,288009
265,1280704,Guide to modern thought,"Joad, C. E. M.",,Science,"['Science', 'Accessible book', 'Philosophy', 'Protected DAISY']",166500,0.9742430430430432,0.07347103402149445,0.24326320331341905,1.091578832305493,1280092
345,6121716,Advancement of learning and Novum organum,Sir Francis Bacon,,Science,"['Science', 'Methodology', 'Early works to 1800', 'Accessible book', 'Logic']",193000,0.9533898404957838,0.01730658191140501,0.0034607299576539553,2.2152775588240345,6022430
364,7107944,The science of everyday life,Jay Ingram,,Science,"['Science', 'Accessible book', 'Protected DAISY', 'Nonfiction', 'Miscellanea']",164000,0.416866762314682,0.16011071322783002,0.6013672651015853,5.739805666281158,8606816
455,1085660,Comparative vertebrate anatomy,Kenneth V. Kardong,,Science,"['Atlases', 'Comparative Anatomy', 'Anatomy, Comparative', 'Science/Mathematics', 'Science', 'Vertebrates', 'Dissection', 'Allied Health Services - General', 'Life Sciences - Zoology - General', 'Anatomy & histology', 'Laboratory manuals', 'Zoology & animal sciences', 'Life Sciences - Anatomy & Physiology']",193500,0.7742257283275069,0.08260320555013513,0.3031919575591162,5.509142858395792,5762167
352,6617932,Through space & time,Sir James Hopwood Jeans,,Science,"['Science', 'Accessible book', 'Astronomy', 'Popular works', 'Protected DAISY']",165500,0.8414689414134234,0.13244796521504024,0.17914757184041855,2.395820028785956,5863619
412,9304095,Comets and meteors,Isaac Asimov,,Science,"['Comets', ""Observers' manuals"", 'Meteors', 'Science', 'Accessible book', 'Cometas', 'Cosmology', 'Literatura juvenil', 'Protected DAISY', 'Astronomy', 'Juvenile literature', 'Estrella fugaces']",179500,0.2676769676115571,0.214815035731956,0.29926749169721395,3.3214443254135446,9300669
354,5818436,Aspects of religious and scientific thought,Richard Holt Hutton,,Science,"['Religion and science', 'Science', 'Accessible book', 'Christianity', 'Religious thought', 'Religion', 'Doctrinal Theology', 'History']",161000,0.9677499451954696,0.0,0.0,0.9039128243373392,5863619
81,363623,Organic chemistry,John E. McMurry,,Science,"['Organic Chemistry', 'Textbooks', 'Science', 'Accessible book', 'Chemistry, Organic', 'Protected DAISY']",157225,0.3325806964541262,0.3480943387032815,0.3194125907375639,4.409148339974577,7247865
250,1018227,Hebräisches und Aramäisches Handwörterbuch über das Alte Testament,Wilhelm Gesenius,,Science,"['Gesenius', 'Biblical Studies - Old Testament', 'German', 'Science', 'Hebrew language', 'Aramäische Sprache', 'Dictionaries', 'Hebräische Sprache', 'General', 'Social Science / Sociology of Religion', 'Accessible book', 'Aramaic language', 'Altes Testament', 'Economics - General', 'Bible - Study - Old Testament']",39425,0.07841625324828726,0.11763496814006515,0.27717687447590145,3.4496830928101985,6555691
402,455832,Tyrannosaurus Sue,Steve Fiffer,,Science,"['Dinosaurs & Prehistoric Creatures', 'South Dakota', 'Tyrannosaurus rex', 'Science', 'Paleontology', 'Paleozoölogie', '20th century', 'Protected DAISY', 'Tyrannosaurussen', 'Dinosaurs', 'Accessible book', 'Museology (General)', 'Vertebrate Paleontology', 'Palaeontology', 'Science/Mathematics', 'Larson, Peter L', 'Larson, Peter', 'Popular science', 'History']",149150,0.2334596438642504,0.11034537989766033,0.4616319161531808,3.7476324112236954,6555691
278,6379895,Asimov's biographical encyclopedia of science and technology,Isaac Asimov,,Science,"['Science', 'Accessible book', 'Protected DAISY', 'Dictionaries', 'Chronology', 'Scientists', 'Biography', 'History']",157500,0.3553960037348272,0.10723571336610638,0.7818592069983409,3.730014896834939,9269938
361,5504100,Biographisch-literarisches Handwörterbuch zur Geschichte der exakten Wissenschaften,Johann Christian Poggendorff,,Science,"['Science', 'Accessible book', 'Bio-bibliography']",24832,0.96973939382454,0.0,0.0,1.2210337329206562,5818436
304,5539076,Laboratory techniques in biochemistry and molecular biology,T. S. Work,,Science,"['Free Radicals', 'Biochemistry', 'Accessible book', 'Proteoglycans', 'Science : Life Sciences - Biology - Molecular Biology', 'Medical / Nursing', 'Liver cells', 'Science/Mathematics', 'Antioxidants', 'Science / Biochemistry', 'Molecular biology', 'Blood lipoproteins', 'Life Sciences - Biochemistry', 'Cellular biology', 'Separation', 'Photochemistry', 'Life Sciences - Biology - Molecular Biology', 'Medical / Biochemistry', 'Science', 'Cells', 'Cytochemistry', 'Analysis', 'Scientific equipment & techniques, laboratory equipment', 'Biochemical Research', 'Hepatology', 'Medical toxicology', 'Science : Life Sciences - Biochemistry', 'Health/Fitness', 'Protected DAISY', 'Glycoproteins', 'Laboratory manuals']",25344,0.9574900351554764,0.20077565530132666,0.09108172835464433,2.7485342739966234,5818436
74,7941876,The common sense of science,Jacob Bronowski,,Science,"['Science / General', 'Philosophy & Social Aspects', 'Science', 'Accessible book', 'Philosophy', 'General', 'Moral and ethical values', 'Protected DAISY', 'Science/Mathematics', 'History']",148500,0.9740887568495412,0.10517444329326707,0.07649906622878863,2.2308510166142663,6022430
25,9243234,The variation of animals and plants under domestication,Charles Darwin,,Science,"['Variation (Biology)', 'Nature', 'Science', 'Accessible book', 'Anecdotes', 'Domestic animals', 'Cultivated Plants', 'Nonfiction']",145000,0.8426693171061529,0.11611912315851344,0.4492962137884685,3.517938047096421,6238696
302,1204802,An Atlas of World Affairs,Andrew Boyd,,Science,"['Science', 'Accessible book', 'Protected DAISY', 'Nonfiction', 'Geography']",170050,0.17527935843552356,0.6110410524644205,0.09050885914507356,4.545129359253947,1759368
357,8597021,Physical Chemistry,"Eyring, Henry",,Science,"['SCIENCE', 'Accessible book', 'Liquids', 'Protected DAISY', 'Chemistry', 'Physical & Theoretical']",166500,0.9095062827533416,0.2811900692857103,0.19550868864091986,2.4176505119869,6022430
234,5581111,"A history of European thought in the nineteenth century,Vol. 3",John Theodore Merz,,Science,"['Science', 'Philosophy, Modern', 'History', 'Accessible book', 'Modern Philosophy']",161000,0.9864546827426623,0.16092431368212134,0.2005174032732758,1.2436774784887474,5863619
28,5378174,Mein Weltbild,Albert Einstein,,Science,"['Peace', 'Jews', 'Social aspects of Science', 'Social aspects', 'Science', 'Accessible book', 'Philosophy', 'Jews question', 'Protected DAISY', 'Physics', 'Legal status, laws']",22784,0.30396700815157524,0.6164457603475942,0.5293323465664032,5.155376383320771,1428790
444,7885129,The red limit,Timothy Ferris,,Science,"['Science', 'Accessible book', 'Protected DAISY', 'Cosmologie', 'Cosmology', 'Expanding universe', 'Nonfiction', 'Astronomie', 'Ouvrages de vulgarisation', 'Astronomy', 'Popular works']",160000,0.17976860294117647,0.4242569194860631,0.5690683538163532,3.2649445440761777,8494916
99,7119800,Augustine to Galileo,A. C. Crombie,,Science,"['Science', 'Accessible book', 'Naturwissenschaften', 'Protected DAISY', 'History', 'Medieval Science']",147000,0.09980402827797784,0.3785266141303868,0.8411708202739264,3.3588975695247454,8087690
269,1804996,Flip-O-Matic,Mark Shulman,,Science,"['Problems, exercises', 'Grammar', 'Science (Middle school)', 'Science', 'Accessible book', 'Protected DAISY', 'English language', 'Language arts (Middle school)', 'Study and teaching (Middle school)', 'Miscellanea', 'Language arts', 'Composition and exercises', 'History', 'Juvenile literature', 'Internet Archive Wishlist']",134500,0.685056024491581,0.4409628888520262,0.8072845982364815,4.0575191281057,8454373
495,243813,Copenhagen,Michael Frayn,,Science,"['Moral and ethical aspects', 'Science', 'Accessible book', 'Nuclear physics', 'Nuclear warfare', 'Drama', 'Physicists', 'World War, 1939-1945', 'Protected DAISY', 'Moral and ethical aspects of Nuclear warfare']",145825,0.4225696796119443,0.3945218802387181,0.10051037054976564,4.9113567614385625,7259739
172,3742927,Reach for Tomorrow,Arthur C. Clarke,,Science,"['monster', 'space', 'science', 'aliens', 'post apocalyptic', 'fiction', 'Science fiction', 'future', 'English Short stories', 'Protected DAISY', 'English Science fiction', 'first contact', 'Short stories', 'Accessible book', 'thriller']",26368,0.683297936893204,0.3495417667154569,0.5589227283195739,5.545427232785414,7089093
362,6794984,Golden bats and pink pigeons,Gerald Malcolm Durrell,,Science,"['Wild animal collecting', 'Life Sciences', 'Nature', 'SCIENCE', 'Travel', 'Protected DAISY', 'Rare animals', 'Rare animals Mauritius', 'Nonfiction', 'Wild animal collecting Mauritius', 'Zoology', 'General', 'Accessible book']",167000,0.6573472584243278,0.1347627516321549,0.5408540481320545,4.4572219058736335,6604680
98,2739997,The Life and Letters of Thomas Henry Huxley,Leonard Huxley,,Science,"['Physicians', 'Accessible book', 'Naturalists', 'Biography', 'Science']",159000,0.4466860525342213,0.409585388441955,0.27134534499394425,5.808315509348825,9159582
89,862375,Evolution and ethics,Thomas Henry Huxley,,Science,"['Evolution', 'Ethics, Evolutionary', '1825-1895', 'Church and social problems', 'Science/Mathematics', 'Science', 'Accessible book', 'Huxley, Thomas Henry', 'Evolutionary Ethics', 'General', 'Bio-ethics', 'Huxley, Thomas Henry,', 'Other prose: 19th century', 'Capital', '1825-1895.', 'Evolution and ethics', 'Ethics', 'Modern Ethics', 'Salvation Army', 'Ethics & Moral Philosophy']",159500,0.6609585838096996,0.21634080645991555,0.8177772905632791,3.1441723422071663,528671
